"<ID>";"classe du verbe";"<OPT>V";"<ENT>N";"N0 =: N-hum";"Det =: le";"Det =: un-Modif";"N0 faire un N Modif de (le+ce+son) N1";"N0 faire un N Modif de N1";"Det =: un";"N0 faire un N";"Det =: des";"N0 faire des N";"N0 faire du N";"N1 =: Nhum";"N1 =: N-hum";"N0 faire Det N de N1 à N2";"N0 faire Det N à N2";"N0 se faire Det N de N1";"GN =: le N de N0";"GN =: le N de N0 à N2";"GN =: le N de N1";"Exemple Base1";"Exemple Autre1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"146";"38l";"embouteiller";"embouteillage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"147";"32c";"emboutir";"emboutissage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"148";"37m";"emmailloter";"emmaillotage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"149";"37e";"émonder";"émondage";"-";"+";"+";"+";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"~";"~"
"150";"37m";"empailler";"empaillage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"151";"37m";"empaqueter";"empaquetage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"152";"37m";"empenner";"empennage";"-";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"153";"37m";"emperler";"emperlage";"-";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"154";"37m";"empeser";"empesage";"-";"+";"+";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"155";"37m";"encadrer";"encadrement";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"~";"~"
"156";"37m";"encaustiquer";"encaustiquage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"157";"38l";"encercler";"encerclement";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"158";"37m";"enchâsser";"enchâssement";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"159";"37m";"encrer";"encrage";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"160";"37m";"enfiler";"enfilage";"-";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"161";"37m";"enrober";"enrobage";"-";"+";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"162";"11";"entraîner";"entraînement";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"163";"37e";"épiler";"épilation";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"+";"Léa se fait l'épilation des sourcils";"~"
"164";"36s";"épingler";"épinglage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"Max a fait l'épinglage du tissu (à+sur) la doublure"
"165";"37e";"éplucher";"épluchage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"166";"37e";"épointer";"épointage";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"~";"~"
"167";"37e";"épouiller";"épouillage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"168";"37e";"épousseter";"époussetage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"Max fait l'époussetage des meubles";"~"
"169";"37e";"épucer";"épuçage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"170";"32ra";"épurer";"épuration";"+";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"Max fait l'épuration des eaux usées";"~"
"171";"32ra";"équarrir";"équarrissage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"172";"2";"escalader";"escalade";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"173";"37e";"essorer";"essorage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"Max fait l'essorage du linge";"~"
"174";"36e";"essuyer";"essuyage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"175";"37m";"estampiller";"estampillage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"176";"6";"estimer";"estimation";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"-";"+";"Max a fait l'estimation (de cet objet (E+à 200 francs)+du nombre des habitants)";"~"
"177";"37e";"estomper";"estompage";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"~";"~"
"178";"37m";"étamer";"étamage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"Max fait l'étamage de la cabriole";"~"
"179";"37m";"étayer";"étayage";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"180";"37m";"étiqueter";"étiquetage";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"Max fait l'étiquetage des bocaux";"~"
"181";"32h";"évangéliser";"évangélisation";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"Max fait l'évangélisation des africains";"~"
"182";"32h";"excommunier";"excommunication";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"Le pape procède à l'excommunication de Luc";"~"
"183";"6";"expertiser";"expertise";"-";"+";"+";"+";"+";"+";"+";"+";"+";"+";"-";"+";"+";"+";"-";"+";"-";"-";"Max fait une expertise (du dommage+de ce tableau)";"~"
"184";"38l";"exproprier";"expropriation";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"185";"38l";"extraire";"extraction";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"Max fait l'extraction de la dent";"~"
"186";"16";"extrapoler";"extrapolation";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"Max a fait l'extrapolation d'une théorie";"~"
"187";"32ra";"falsifier";"falsification";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"188";"37m";"farter";"fartage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"189";"38l";"ficher";"fichage";"-";"+";"+";"+";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"Max fait le fichage des immigrés";"~"
"190";"32cv";"filer";"filage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"191";"6";"filmer";"filmage";"-";"+";"+";"+";"+";"-";"-";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"Max fait le filmage de la scène";"~"
"192";"37e";"filtrer";"filtrage";"+";"+";"+";"+";"+";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"Max fait le filtrage (de l'eau+des invités)";"~"
"193";"32r";"financer";"financement";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"max (fait+assure) le financement de ce projet";"~"
"194";"37m";"flécher";"fléchage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"195";"32a";"forer";"forage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"196";"32c";"fraiser";"fraisage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"197";"37m";"froncer";"fronçage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"198";"37m";"gainer";"gainage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"199";"37e";"gauler";"gaulage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"200";"37m";"gaver";"gavage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"201";"37m";"glacer";"glaçage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"202";"37e";"gommer";"gommage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"203";"37m";"goudronner";"goudronnage";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"204";"36pl";"graduer";"graduation";"+";"+";"+";"+";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"205";"37m";"graisser";"graissage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"206";"38l";"graver";"gravure";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"207";"38l";"haler";"halage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"208";"32h";"hospitaliser";"hospitalisation";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"209";"6";"identifier";"identification";"-";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"210";"37m";"illustrer";"illustration";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"-";"+";"+";"+";"+";"+";"-";"+";"~";"~"
"211";"38l";"immerger";"immersion";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"212";"38l";"incruster";"incrustation";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"213";"32pc";"ingérer";"ingestion";"-";"+";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"214";"37m";"inséminer";"insémination";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"215";"38l";"installer";"installation";"-";"+";"+";"+";"+";"-";"-";"-";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"~";"~"
"216";"11";"instruire";"instruction";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"217";"-";"instruire";"instruction";"-";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"218";"32h";"interroger";"interrogatoire";"-";"+";"+";"+";"+";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"219";"32h";"interviewer";"interview";"-";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"+";"-";"+";"~";"~"
"220";"32nm";"jauger";"jaugeage";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"221";"32cv";"labourer";"labourage";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"222";"37m";"lacer";"laçage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"223";"38l";"lâcher";"lâcher";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"224";"37m";"lambrisser";"lambrissage";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"225";"32c";"laminer";"laminage";"+";"+";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"226";"37m";"laquer";"laquage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"227";"37m";"larder";"lardage";"-";"+";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"228";"37e";"laver";"lavage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"229";"37e";"lessiver";"lessivage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"230";"-";"lever";"levée";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"231";"32h";"licencier";"licenciement";"-";"+";"+";"-";"+";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"232";"32h";"limoger";"limogeage";"-";"+";"+";"-";"+";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"233";"38s";"liquider";"liquidation";"-";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"234";"37m";"lubrifier";"lubréfaction";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"235";"37m";"lustrer";"lustrage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"236";"32h";"lyncher";"lynchage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"237";"32cl";"malaxer";"malaxage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"238";"32c";"marteler";"martelage";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"239";"32a";"massacrer";"massacre";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"240";"37m";"mastiquer";"masticage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"241";"37m";"matelasser";"matelassage";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"+";"-";"+";"~";"~"
"242";"32cl";"matraquer";"matraquage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"243";"37m";"miner";"minage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"244";"32r";"minuter";"minutage";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"245";"37m";"mitrailler";"mitraillage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"246";"36s";"mixer";"mixage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"247";"32c";"modeler";"modelage";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"248";"37e";"moissonner";"moisson";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"249";"37m";"moucheter";"mouchetage";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"250";"32ra";"nationaliser";"nationalisation";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"251";"39";"naturaliser";"naturalisation";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"252";"32ra";"nettoyer";"nettoyage";"+";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"253";"32c";"niveler";"nivelage";"+";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"254";"6";"noter";"notation";"-";"+";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"255";"37m";"noyauter";"noyautage";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"256";"37m";"numéroter";"numérotage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"~";"~"
"257";"37m";"obturer";"obturation";"+";"+";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"+";"~";"~"
"258";"37m";"occuper";"occupation";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"259";"37m";"ornementer";"ornementation";"-";"+";"+";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"260";"37m";"oxygéner";"oxygénation";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"261";"32ra";"pacifier";"pacification";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"262";"37m";"paginer";"pagination";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"263";"37m";"pailleter";"pailletage";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"+";"-";"+";"~";"~"
"264";"37m";"panser";"pansement";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"~";"~"
"265";"39";"parachuter";"parachutage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"~";"~"
"266";"37m";"parqueter";"parquetage";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"267";"37m";"paver";"pavage";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"~";"~"
"268";"38l";"pêcher";"pêche";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"269";"32a";"peindre";"peinture";"-";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"~";"~"
"270";"37e";"peler";"pelage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"271";"38l";"pelleter";"pelletage";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"272";"32a";"percer";"perçage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"273";"37m";"perler";"perlage";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"274";"37m";"persiller";"persillage";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"275";"32c";"peser";"pesée";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"276";"32c";"pétrir";"pétrissage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"277";"37e";"piller";"pillage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"278";"37m";"pilonner";"pilonnage";"-";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"279";"37m";"piqueter";"piquetage";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"280";"6";"planifier";"planification";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"281";"37m";"plastifier";"plastification";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"282";"37m";"plâtrer";"plâtrage";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"+";"-";"+";"~";"~"
"283";"37m";"plisser";"plissage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"284";"37m";"plomber";"plombage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"~";"~"
"285";"37m";"poinçonner";"poinçonnage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"286";"32c";"polir";"polissage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"287";"37e";"pomper";"pompage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"+";"-";"-";"+";"~";"~"
"288";"37e";"poncer";"ponçage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"289";"38l";"poser";"pose";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"~";"~"
"290";"37m";"poudrer";"poudrage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"291";"38l";"presser";"pressage";"-";"+";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"292";"32a";"produire";"production";"-";"+";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"293";"32cv";"programmer";"programmation";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"+";"+";"-";"+";"-";"+";"~";"~"
"294";"37m";"quadriller";"quadrillage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"295";"38lh";"rabattre";"rabattage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"+";"~";"~"
"296";"37e";"raboter";"rabotage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"297";"32c";"raccommoder";"raccommodage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"298";"37e";"racler";"raclage";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"299";"32h";"racoler";"racolage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"300";"38l";"ramasser";"ramassage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"301";"37e";"ramoner";"ramonage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"302";"37e";"raper";"rapage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"303";"37m";"rapiécer";"rapiéçage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"304";"37e";"raser";"rasage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"305";"37e";"ratisser";"ratissage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"306";"32c";"ravaler";"ravalement";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"307";"38l";"récolter";"récolte";"-";"+";"+";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"308";"37e";"récurer";"récurage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"309";"6";"rédiger";"rédaction";"-";"+";"+";"+";"-";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"+";"~";"~"
"310";"38l";"redresser";"redressement";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"311";"11";"rééduquer";"rééducation";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"312";"37m";"remblayer";"remblayage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
