"<ID>";"classe du verbe";"<OPT>V";"<ENT>N";"N0 =: Nhum";"N0 =: N-hum";"Det =: un";"N0 faire un N Prép N1 de (le+ce+son) N2";"N0 faire Det N Prép N1 de N2";"N0 faire un N";"Det =: des";"N0 faire des N";"Det =: du";"N0 faire du N";"Prép1 =: à";"Prép1 =: sur";"Prép1 =: dans";"Prép1 =: contre";"N1 =: Nhum";"N1 =: N-hum";"N0-hum faire Det N à N1";"GN =: le N de N0";"GN =: le N de N0 Prép N1";"GN =: le N de N1";"Exemple Autre1";"Exemple Autre2";"Exemple Autre3";"Exemple Autre4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"107";"38l";"exciser";"excision";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"108";"37m";"fêler";"fêlure";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"109";"37m";"fendiller";"fendillement";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"110";"37m";"fendre";"fente";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"111";"37m";"fermer";"fermeture";"+";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"112";"37m";"festonner";"feston";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"~";"~";"Max a fait des festons autour du faire part";"~"
"113";"32c";"fignoler";"fignolage";"+";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"~";"~";"~";"Max fait le fignolage de (sa théorie+la pièce)"
"114";"37m";"fissurer";"fissure";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"Le gel a fait des fissures dans la roches";"~";"~"
"115";"35l";"fouiller";"fouille";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"~";"~";"~";"~"
"116";"32c";"fouler";"foulure";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"117";"32c";"fracturer";"fracture";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"118";"32cl";"frictionner";"friction";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"~";"~";"~";"~"
"119";"37m";"friser";"frisette";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"120";"37m";"friser";"frisure";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"121";"37m";"froncer";"fronce";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"122";"32c";"gargariser";"gargarisme";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"123";"37m";"garnir";"garniture";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"124";"37m";"gercer";"gerçure";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"125";"37m";"goudronner";"goudronnage";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"126";"37m";"graver";"gravure";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"127";"37m";"gribouiller";"gribouillage";"+";"-";"+";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"128";"37m";"gribouiller";"gribouillis";"+";"-";"+";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"129";"37m";"griffer";"griffure";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"130";"37m";"grimer";"grimage";"+";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"131";"37m";"hachurer";"hachure";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"132";"37m";"hâler";"hâle";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"133";"37m";"harnacher";"harnachement";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"134";"37m";"imprimer";"impression";"+";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"135";"37m";"inciser";"incision";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"136";"37m";"incruster";"incrustation";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"137";"37m";"infiltrer";"infiltration";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"138";"37m";"inonder";"inondation";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"139";"37m";"inséminer";"insémination";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"140";"36dt";"insuffler";"insufflation";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"141";"37m";"iriser";"irisation";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"142";"37m";"irriguer";"irrigation";"+";"+";"+";"-";"-";"+";"+";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"143";"37m";"lézarder";"lézarde";"-";"+";"+";"-";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"144";"37m";"ligaturer";"ligature";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"145";"37m";"lotionner";"lotion";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"~";"~";"~";"~"
"146";"32c";"luxer";"luxation";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"147";"37m";"mâchurer";"mâchure";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"148";"32r";"manipuler";"manipulation";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"-";"~";"~";"~";"~"
"149";"37m";"maquiller";"maquillage";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"150";"37m";"marbrer";"marbrure";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"151";"37m";"marquer";"marque";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"+";"+";"~";"~";"~";"~"
"152";"37m";"masquer";"masque";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"153";"32cl";"masser";"massage";"+";"+";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"~";"~";"~";"~"
"154";"37m";"meurtrir";"meurtrissure";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"155";"32c";"modeler";"modelage";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"156";"32ra";"moderniser";"modernisation";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"157";"4";"modifier";"modification";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"158";"32c";"moisir";"moisissure";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"159";"32cl";"mordre";"morsure";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"~";"~";"~";"~"
"160";"37r";"mutiler";"mutilation";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"161";"37m";"nacrer";"nacrure";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"162";"32c";"nouer";"noeud";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"163";"37m";"nuancer";"nuance";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"164";"37m";"oblitérer";"oblitération";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"165";"37m";"obturer";"obturation";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"166";"37e";"opérer";"opération";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"167";"37m";"orner";"ornement";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"168";"37m";"ornementer";"ornementation";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"169";"37m";"ourler";"ourlet";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"170";"37m";"pailleter";"pailletage";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~";"~";"~"
"171";"37m";"panser";"pansement";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"172";"37m";"parapher";"paraphe";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"173";"37m";"parer";"parure";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"174";"37m";"patiner";"patine";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"175";"37m";"peindre";"peinture";"+";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"-";"~";"~";"~";"~"
"176";"37m";"percer";"percée";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"~";"~";"~";"~"
"177";"37m";"perfectionner";"perfectionnement";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"+";"-";"+";"~";"~";"~";"~"
"178";"37m";"perforer";"perforation";"+";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"179";"35l";"perquisitionner";"perquisition";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"180";"37m";"picoter";"picotement";"-";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"181";"37m";"pigmenter";"pigmentation";"+";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"182";"32cl";"pincer";"pincement";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"+";"~";"~";"~";"~"
"183";"37m";"piquer";"piqûre";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"+";"~";"~";"~";"~"
"184";"37m";"plâtrer";"plâtre";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~";"~";"~"
"185";"38l";"plier";"pli";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"186";"37m";"plisser";"plissage";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"187";"38l";"plier";"pliure";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"188";"37m";"plomber";"plombage";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"189";"36dt";"ponctionner";"ponction";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"190";"13";"protéger";"protection";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"191";"37m";"quadriller";"quadrillage";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"192";"32c";"raccommoder";"raccommodage";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"193";"32ra";"raccourcir";"raccourcissement";"+";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"194";"32c";"rafistoler";"rafistolage";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"195";"37m";"rapiécer";"rapiéçage";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~";"~";"~"
"196";"32cl";"raser";"rasage";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"+";"~";"~";"~";"~"
"197";"37e";"ratisser";"ratissage";"+";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"198";"37m";"raturer";"rature";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"-";"~";"~";"~";"~"
"199";"4";"ravager";"ravage";"+";"+";"-";"-";"-";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"~";"~";"~";"~"
"200";"37m";"rayer";"rayure";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"201";"37m";"relier";"reliure";"+";"-";"+";"+";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~";"~";"~"
"202";"37m";"rembourrer";"rembourrage";"+";"-";"+";"+";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~";"~";"~"
"203";"37m";"renfler";"renflement";"-";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"204";"32ra";"rénover";"rénovation";"+";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"205";"32c";"réparer";"réparation";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"206";"37m";"repriser";"reprise";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"207";"37m";"ressemeler";"ressemelage";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"208";"37m";"restaurer";"restauration";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"209";"37m";"retoucher";"retouche";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"~";"~";"~";"~"
"210";"37m";"revêtir";"revêtement";"+";"-";"+";"+";"+";"+";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~";"~";"~"
"211";"32c";"saccager";"saccage";"+";"+";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"212";"37e";"saigner";"saignée";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"213";"32ra";"salir";"salissure";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"214";"37m";"saupoudrer";"saupoudrage";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"215";"37m";"sculpter";"sculpture";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"216";"37m";"semer";"semis";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"217";"4";"souiller";"souillure";"+";"+";"+";"-";"+";"-";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"218";"37m";"sous-titrer";"sous-titre";"+";"-";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"+";"+";"+";"~";"~";"~";"~"
"219";"37m";"soutenir";"soutien";"+";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"220";"37m";"strier";"strie";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"221";"37m";"surcharger";"surcharge";"+";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"~";"~";"~";"~"
"222";"37m";"surfiler";"surfilage";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"223";"37m";"surjeter";"surjet";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"~";"~";"~";"~"
"224";"37m";"suturer";"suture";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"225";"37m";"tacher";"tache";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"226";"37m";"tatouer";"tatouage";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"+";"~";"~";"~";"~"
"227";"37m";"teindre";"teinture";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"228";"4";"tirailler";"tiraillement";"-";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"229";"32c";"tonsurer";"tonsure";"+";"-";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"230";"37m";"tordre";"torsion";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"231";"4";"transformer";"transformation";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"232";"32h";"trépaner";"trépanation";"+";"-";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"~";"~";"~";"~"
"233";"37m";"trouer";"trou";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"234";"4";"vacciner";"vaccin";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"235";"37m";"vêtir";"vêtement";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"236";"37m";"voiler";"voilage";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"237";"37m";"zébrer";"zébrure";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~";"~"

