"<ID>";"N0 =: Nhum";"N0 =: N-hum";"N0 =: Nnr";"<ENT>N";"autre Det";"Det =: un";"Det =: un-Modif";"Det =: du";"Det =: des";"N0 faire le N de V0-inf W";"de Nhum = à Nhum";"Exemple Base1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"264";"+";"-";"-";"péroraison";"-";"+";"+";"-";"+";"-";"-";"~"
"265";"+";"-";"-";"photomontage";"-";"+";"+";"+";"+";"-";"+";"~"
"266";"+";"-";"-";"photosynthèse";"-";"+";"+";"-";"+";"-";"-";"~"
"267";"+";"-";"-";"phrase";"-";"+";"+";"-";"+";"-";"-";"~"
"268";"+";"-";"-";"phrases";"-";"-";"-";"-";"+";"-";"-";"~"
"269";"+";"-";"-";"pige";"-";"+";"+";"-";"+";"-";"-";"~"
"270";"+";"-";"-";"plat";"-";"+";"+";"-";"+";"-";"-";"~"
"271";"+";"-";"-";"plat-ventre";"-";"-";"+";"+";"-";"-";"-";"~"
"272";"+";"-";"-";"play-back";"-";"+";"+";"-";"+";"-";"-";"~"
"273";"+";"-";"-";"plébiscite";"-";"+";"+";"-";"+";"-";"-";"~"
"274";"+";"-";"-";"pli";"-";"+";"+";"-";"+";"-";"-";"~"
"275";"+";"+";"-";"plongeon";"le";"-";"+";"-";"-";"-";"-";"~"
"276";"-";"+";"-";"poche";"-";"+";"+";"-";"+";"-";"-";"~"
"277";"+";"-";"-";"pogrom";"-";"+";"+";"-";"+";"-";"-";"~"
"278";"+";"-";"-";"pointe";"-";"+";"+";"-";"+";"-";"-";"~"
"279";"+";"-";"-";"pointes";"-";"-";"-";"-";"+";"-";"-";"~"
"280";"+";"-";"-";"points";"-";"+";"+";"-";"+";"-";"-";"~"
"281";"+";"-";"-";"politicaillerie";"-";"-";"+";"+";"-";"-";"-";"~"
"282";"+";"-";"-";"politique-fiction";"-";"-";"+";"+";"-";"-";"-";"~"
"283";"+";"-";"-";"pompes";"-";"-";"-";"-";"+";"-";"-";"~"
"284";"+";"-";"-";"popote";"la";"-";"+";"-";"-";"-";"+";"~"
"285";"+";"+";"-";"potin";"-";"-";"+";"+";"-";"-";"-";"~"
"286";"+";"-";"-";"présentations";"les";"-";"+";"-";"-";"-";"-";"~"
"287";"+";"-";"-";"problème";"-";"+";"+";"-";"+";"-";"+";"~"
"288";"+";"-";"-";"pronunciamento";"-";"+";"+";"-";"+";"-";"-";"~"
"289";"+";"-";"-";"prose";"-";"-";"+";"+";"-";"-";"-";"~"
"290";"+";"-";"-";"prouesse";"-";"+";"+";"-";"+";"+";"-";"~"
"291";"+";"-";"-";"purgatoire";"Poss0";"-";"+";"-";"-";"-";"-";"~"
"292";"+";"-";"-";"queue";"la";"-";"+";"-";"-";"-";"-";"~"
"293";"+";"-";"-";"rabattage";"-";"-";"+";"+";"-";"-";"-";"~"
"294";"+";"-";"-";"rabiot";"-";"-";"+";"+";"-";"-";"-";"~"
"295";"-";"+";"-";"racines";"-";"-";"-";"-";"+";"-";"-";"~"
"296";"+";"-";"-";"rapine";"-";"+";"+";"+";"+";"-";"-";"~"
"297";"+";"-";"-";"rase-mottes";"-";"-";"+";"+";"-";"-";"-";"~"
"298";"+";"-";"-";"rata";"le";"-";"+";"+";"-";"-";"+";"~"
"299";"+";"+";"-";"raté";"-";"+";"+";"-";"+";"-";"-";"~"
"300";"+";"-";"-";"réception";"Poss0";"-";"+";"-";"+";"-";"-";"~"
"301";"+";"+";"-";"recette";"-";"-";"+";"-";"-";"-";"-";"~"
"302";"+";"-";"-";"recherches";"-";"-";"-";"-";"+";"-";"-";"~"
"303";"+";"-";"-";"récupération";"-";"-";"+";"+";"-";"-";"-";"~"
"304";"+";"-";"-";"réduction";"-";"+";"+";"-";"+";"-";"+";"~"
"305";"+";"-";"-";"régicide";"-";"+";"+";"-";"+";"-";"-";"~"
"306";"+";"-";"-";"régime";"-";"+";"+";"-";"+";"-";"-";"~"
"307";"+";"-";"-";"régime-jockey";"-";"+";"+";"-";"+";"-";"-";"~"
"308";"+";"-";"-";"relance";"-";"-";"+";"+";"-";"-";"-";"~"
"309";"+";"-";"-";"remplacement";"-";"+";"+";"-";"+";"-";"-";"~"
"310";"+";"-";"-";"renseignement";"-";"-";"+";"+";"-";"-";"-";"~"
"311";"+";"-";"-";"renversement";"-";"+";"+";"-";"+";"-";"-";"~"
"312";"+";"-";"-";"renvoi";"-";"+";"+";"-";"+";"-";"-";"~"
"313";"+";"-";"-";"repas";"le";"+";"+";"-";"+";"-";"+";"~"
"314";"+";"-";"-";"rétablissement";"-";"+";"+";"-";"+";"-";"-";"~"
"315";"+";"-";"-";"retape";"la";"-";"+";"-";"-";"-";"-";"~"
"316";"+";"-";"-";"réussite";"-";"+";"+";"-";"+";"-";"-";"~"
"317";"+";"-";"-";"revers";"-";"+";"+";"-";"+";"-";"-";"~"
"318";"+";"-";"-";"révolution";"la";"-";"+";"-";"-";"-";"-";"~"
"319";"+";"-";"-";"rimes";"-";"-";"-";"-";"+";"-";"-";"~"
"320";"+";"-";"-";"rogations";"-";"-";"-";"-";"+";"-";"-";"~"
"321";"+";"+";"-";"rorschach";"-";"+";"+";"-";"-";"-";"-";"~"
"322";"+";"-";"-";"roulades";"-";"-";"-";"-";"+";"-";"-";"~"
"323";"+";"-";"-";"roulé-boulé";"-";"+";"+";"-";"+";"-";"-";"~"
"324";"+";"-";"-";"roulottage";"-";"-";"+";"+";"-";"-";"-";"~"
"325";"+";"-";"-";"sacrilège";"-";"+";"+";"-";"+";"+";"-";"~"
"326";"+";"-";"-";"saisie-exécution";"-";"+";"+";"-";"+";"-";"-";"~"
"327";"+";"-";"-";"saturnales";"-";"-";"-";"-";"+";"-";"-";"~"
"328";"-";"+";"-";"saut";"-";"+";"+";"-";"-";"-";"-";"~"
"329";"+";"-";"-";"scission";"<E>";"-";"+";"-";"-";"-";"-";"~"
"330";"+";"-";"-";"sécession";"<E>";"-";"+";"-";"-";"-";"-";"~"
"331";"+";"-";"-";"septennat";"-";"+";"+";"-";"+";"-";"-";"~"
"332";"+";"-";"-";"service";"-";"+";"+";"-";"+";"-";"-";"~"
"333";"+";"-";"-";"shopping";"-";"-";"+";"+";"-";"-";"-";"~"
"334";"+";"-";"-";"show";"-";"+";"+";"-";"+";"-";"-";"~"
"335";"+";"-";"-";"sieste";"la";"+";"+";"-";"+";"-";"-";"~"
"336";"+";"-";"-";"simonie";"-";"-";"+";"+";"-";"-";"-";"~"
"337";"+";"-";"-";"soleil";"-";"+";"+";"-";"+";"-";"-";"~"
"338";"+";"-";"-";"somme";"-";"+";"+";"-";"+";"-";"-";"~"
"339";"+";"-";"-";"songe";"-";"+";"+";"-";"+";"-";"-";"~"
"340";"+";"-";"-";"sophisme";"-";"+";"+";"-";"+";"-";"-";"~"
"341";"+";"-";"-";"sortie";"-";"+";"+";"-";"+";"-";"-";"~"
"342";"+";"-";"-";"stop";"-";"-";"+";"+";"-";"-";"-";"~"
"343";"+";"-";"-";"streaking";"-";"-";"+";"+";"-";"-";"-";"~"
"344";"+";"-";"-";"sur mesure";"-";"-";"+";"+";"-";"-";"-";"~"
"345";"+";"-";"-";"sur place";"-";"-";"+";"+";"-";"-";"-";"~"
"346";"+";"-";"-";"syllogisme";"-";"+";"+";"-";"+";"-";"-";"~"
"347";"+";"-";"-";"tabac";"-";"+";"+";"-";"-";"-";"-";"~"
"348";"+";"-";"-";"tableau";"-";"+";"+";"-";"+";"-";"-";"~"
"349";"+";"-";"-";"talonnade";"-";"+";"+";"-";"+";"-";"-";"~"
"350";"+";"-";"-";"tambouille";"la";"-";"+";"-";"-";"-";"+";"~"
"351";"+";"-";"-";"testament";"Poss0";"+";"+";"-";"+";"-";"-";"~"
"352";"-";"+";"-";"tic tac";"-";"+";"+";"-";"+";"-";"-";"~"
"353";"-";"+";"-";"tilt";"<E>";"-";"+";"-";"-";"-";"-";"~"
"354";"+";"-";"-";"toile";"-";"+";"+";"-";"+";"-";"-";"~"
"355";"+";"-";"-";"tombola";"-";"+";"+";"-";"+";"-";"-";"~"
"356";"+";"-";"-";"tonneau";"-";"+";"+";"-";"+";"-";"-";"~"
"357";"+";"-";"-";"touche";"-";"+";"+";"-";"+";"-";"-";"~"
"358";"+";"-";"-";"tractions";"-";"-";"-";"-";"+";"-";"-";"~"
"359";"+";"-";"-";"tralala";"-";"-";"+";"+";"+";"-";"-";"~"
"360";"+";"-";"-";"transformation";"-";"+";"+";"-";"+";"-";"-";"~"
"361";"+";"-";"-";"trémolos";"-";"-";"-";"-";"+";"-";"-";"~"
"362";"+";"-";"-";"trésorerie";"-";"-";"+";"+";"-";"-";"+";"~"
"363";"+";"-";"-";"trilles";"-";"+";"+";"-";"+";"-";"-";"~"
"364";"-";"+";"-";"vagues";"-";"-";"-";"-";"+";"-";"-";"~"
"365";"+";"-";"-";"valse-hésitation";"-";"+";"+";"-";"-";"-";"-";"~"
"366";"+";"-";"-";"veille";"-";"+";"+";"-";"+";"-";"-";"~"
"367";"+";"-";"-";"vilenie";"-";"+";"+";"-";"+";"+";"-";"~"
"368";"+";"-";"-";"voeu";"-";"+";"+";"-";"+";"+";"-";"~"
"369";"+";"-";"-";"voix";"-";"-";"-";"-";"+";"-";"-";"~"
"370";"+";"-";"-";"volée";"-";"+";"+";"-";"+";"-";"-";"~"
"371";"+";"-";"-";"volte-face";"<E>";"+";"+";"-";"+";"-";"-";"~"
"372";"+";"+";"-";"volume";"-";"-";"+";"+";"-";"-";"-";"~"
"373";"+";"-";"-";"zoom";"-";"+";"+";"-";"+";"-";"-";"~"

