"<ID>";"N0 =: N-hum";"donner = accorder";"donner = adresser";"donner = apporter";"donner = faire";"donner = passer";"donner = flanquer";"<ENT>N";"Det figé";"autre Det";"Det =: un";"Det =: un-Modif";"Det =: du";"Det =: des";"Det =: le-Modif";"N1 =: Nhum";"N1 =: N-hum";"N0 et N1 se donner Det N";"GN =: le N de N0 à N1";"recevoir = avoir";"recevoir = encourir";"recevoir = essuyer";"recevoir = obtenir";"recevoir = percevoir";"recevoir = prendre";"recevoir = tenir";"recevoir = toucher";"Exemple Base1";"Exemple Autre1";"Exemple Autre2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"96";"+";"+";"-";"+";"-";"-";"-";"dérogation";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"Le président a (donné+accordé) une dérogation à Luc";"~";"~"
"97";"-";"-";"-";"-";"-";"+";"+";"dérouille";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"98";"+";"-";"-";"-";"-";"-";"-";"destination";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"Max donne une destination bien précise à cet objet";"~";"~"
"99";"-";"+";"-";"-";"-";"-";"-";"détachement";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"100";"-";"-";"-";"+";"-";"+";"-";"détails";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"Luc donne des détails à Max sur sa mission";"Luc donne des détails sur sa mission";"~"
"101";"+";"-";"-";"-";"+";"-";"-";"devoir";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"102";"-";"-";"+";"+";"-";"+";"-";"directive";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"103";"-";"-";"-";"-";"-";"-";"-";"discipline";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"104";"-";"+";"-";"-";"-";"-";"-";"distinction";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"105";"+";"-";"-";"+";"-";"-";"-";"dividendes";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"106";"+";"+";"-";"-";"-";"-";"-";"droit";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"107";"-";"-";"-";"+";"-";"-";"-";"dû";"-";"Poss2";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"108";"-";"+";"-";"-";"-";"-";"-";"échéance";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"109";"+";"-";"-";"+";"-";"-";"-";"écho";"-";"<E>";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"110";"+";"-";"-";"+";"-";"-";"-";"éclaircissements";"-";"-";"-";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"111";"-";"-";"-";"+";"-";"-";"-";"écot";"Poss0";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"112";"+";"+";"-";"-";"-";"-";"-";"émoluments";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"113";"-";"-";"-";"-";"-";"+";"-";"emplâtre";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"Max a donné un emplâtre à Léa";"~";"~"
"114";"+";"-";"-";"+";"-";"-";"-";"emploi";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"115";"+";"-";"-";"-";"-";"-";"-";"empreinte";"-";"Poss0";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"116";"-";"+";"-";"-";"-";"-";"-";"encouragements";"les";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"117";"+";"-";"-";"+";"-";"-";"-";"enseignements";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"118";"-";"+";"-";"-";"-";"-";"-";"entretien";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"119";"-";"+";"-";"-";"-";"-";"-";"entrevue";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"Max a une entrevue avec Léa";"~"
"120";"+";"+";"-";"+";"-";"-";"-";"équivalence";"-";"-";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Max donne une équivalence (E+de ce diplôme) à Jean";"~";"~"
"121";"-";"+";"-";"-";"-";"-";"-";"escorte";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"Le président a une escorte de policiers";"~"
"122";"+";"-";"-";"+";"+";"-";"-";"espérances";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"Jean donne des espérances à Max";"Max a des espérances";"~"
"123";"+";"-";"-";"+";"-";"-";"-";"espoir";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"Max a reçu des espoirs du chef";"Max a l'espoir que Léa partira"
"124";"+";"-";"-";"+";"+";"-";"-";"espoirs";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"125";"-";"-";"-";"-";"-";"-";"-";"estocade";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"Max a donné l'estocade à Jean";"~";"~"
"126";"-";"-";"-";"-";"-";"-";"-";"étrennes";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"Max donne des étrennes à Jean";"~";"~"
"127";"+";"-";"-";"+";"-";"-";"-";"évolution";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"128";"+";"+";"-";"-";"-";"-";"-";"exclusivité";"-";"la";"-";"-";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"~";"~";"~"
"129";"-";"-";"-";"-";"-";"-";"-";"excuse";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Marie fait des excuses à Jean";"~";"~"
"130";"-";"+";"-";"-";"-";"-";"-";"exeat";"-";"le";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"Max donne un exeat à Luc";"~";"~"
"131";"-";"-";"-";"-";"-";"-";"-";"exemple";"-";"le";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Max (montre+donne) l'exemple de la politesse à Luc";"~";"~"
"132";"-";"+";"-";"-";"-";"-";"-";"exemption";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"On a donné aux cadres une exemption de taxes";"~";"~"
"133";"-";"+";"-";"-";"-";"-";"-";"exequatur";"le";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"134";"-";"-";"+";"+";"-";"-";"-";"explications";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"Max donne des explications sur ce retard";"~"
"135";"+";"+";"-";"+";"+";"-";"-";"facilités";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"Max donne des facilités à Jean";"~";"~"
"136";"-";"+";"-";"-";"-";"-";"-";"félicitations";"les";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"137";"-";"-";"-";"-";"-";"-";"-";"férule";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Max donne la férule à Jean";"~";"~"
"138";"-";"+";"-";"-";"-";"-";"-";"fief";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"139";"-";"-";"+";"-";"+";"-";"-";"firman";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"140";"-";"+";"-";"-";"-";"-";"-";"fixe";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"Max a un fixe";"~";"~"
"141";"-";"-";"-";"-";"-";"+";"-";"flambeau";"le";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"142";"-";"-";"-";"-";"-";"-";"-";"foi";"Poss0";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"Max a donné sa foi à Léa";"~";"~"
"143";"+";"+";"-";"-";"-";"-";"-";"fonction";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"Max a une fonction au ministère";"~";"~"
"144";"-";"+";"-";"-";"-";"-";"-";"franchise";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"145";"-";"-";"-";"-";"-";"+";"+";"frottée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"146";"-";"+";"-";"+";"-";"-";"-";"gage";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"147";"-";"+";"-";"-";"-";"-";"-";"gages";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+  ";"~";"~";"~"
"148";"-";"+";"-";"+";"-";"-";"-";"garantie";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"149";"-";"+";"-";"-";"-";"-";"-";"garde";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"150";"-";"-";"-";"-";"-";"+";"-";"gérance";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"151";"-";"-";"-";"-";"-";"+";"-";"gestion";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"152";"-";"-";"-";"-";"-";"+";"+";"giboulée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"153";"-";"-";"-";"-";"-";"+";"+";"giroflée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"154";"-";"+";"-";"-";"-";"-";"-";"gîte";"-";"le";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"155";"-";"-";"-";"-";"-";"-";"+";"gnon";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"156";"-";"+";"-";"+";"-";"-";"-";"héritage";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"+";"+";"~";"~";"~"
"157";"-";"+";"-";"-";"-";"-";"-";"honoraires";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"~";"~";"~"
"158";"+";"+";"-";"-";"-";"-";"-";"honorariat";"le";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"?";"?";"~";"~";"~"
"159";"-";"-";"-";"-";"-";"-";"+";"horion";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"160";"-";"+";"-";"-";"-";"-";"-";"hospitalité";"la";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"161";"+";"+";"-";"-";"-";"-";"-";"immunité";"-";"la";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"162";"-";"-";"-";"-";"-";"-";"-";"impératif";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"163";"-";"+";"-";"-";"-";"-";"-";"imprimatur";"le";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"164";"+";"+";"-";"-";"-";"-";"-";"impunité";"-";"la";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"165";"+";"+";"-";"-";"-";"-";"-";"indemnité";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"166";"+";"+";"-";"+";"-";"-";"-";"indépendance";"-";"Poss2";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"167";"+";"-";"-";"+";"-";"-";"-";"indications";"-";"-";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"168";"-";"+";"-";"-";"-";"-";"-";"indulgence";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"169";"-";"+";"-";"-";"-";"-";"-";"indult";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"170";"-";"-";"-";"-";"-";"-";"-";"instructions";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"171";"-";"-";"-";"-";"-";"-";"-";"interdit";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"172";"+";"+";"-";"+";"-";"-";"-";"intérêt";"-";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"173";"-";"+";"-";"-";"-";"-";"-";"interview";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"174";"-";"-";"+";"-";"+";"-";"-";"intimation";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"~";"~";"~"
"175";"-";"-";"-";"+";"-";"-";"+";"jeton";"-";"-";"+";"-";"-";"-";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"176";"+";"-";"-";"+";"-";"-";"-";"job";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"177";"+";"-";"-";"+";"-";"-";"-";"jouissance";"-";"<E>";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"178";"-";"-";"-";"-";"-";"-";"-";"knout";"le";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"179";"-";"-";"-";"-";"-";"-";"-";"label";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"180";"-";"-";"-";"-";"-";"-";"-";"lauriers";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"181";"-";"-";"-";"-";"+";"-";"-";"leçon";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"182";"-";"-";"-";"-";"-";"-";"-";"leçons";"des";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"183";"+";"+";"-";"+";"-";"-";"-";"liberté";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"184";"+";"-";"-";"+";"-";"-";"-";"liberté";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"185";"+";"+";"-";"-";"-";"-";"-";"licence";"-";"<E>";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"186";"-";"-";"-";"-";"-";"-";"+";"macaron";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"187";"-";"+";"-";"-";"-";"-";"-";"main";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"188";"-";"-";"-";"-";"-";"-";"+";"mandale";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"189";"-";"+";"-";"-";"-";"-";"-";"maroquin";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"~";"~";"~"
"190";"-";"-";"-";"-";"-";"-";"+";"marron";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"191";"-";"-";"-";"-";"-";"-";"-";"martinet";"le";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"192";"-";"+";"-";"-";"-";"-";"-";"médaille";"-";"la";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"193";"-";"+";"-";"-";"-";"-";"-";"mensualité";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~"
"194";"-";"+";"-";"-";"-";"-";"-";"mention";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"195";"-";"-";"+";"+";"+";"-";"-";"message";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"196";"-";"+";"-";"-";"+";"-";"-";"mimi";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"197";"-";"-";"-";"-";"-";"-";"-";"mission";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"198";"-";"+";"-";"-";"-";"-";"-";"mitre";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"199";"-";"+";"-";"-";"-";"-";"-";"moratoire";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"200";"-";"+";"-";"-";"-";"-";"-";"moratorium";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"201";"-";"-";"-";"-";"-";"+";"+";"mornifle";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"202";"-";"-";"-";"-";"-";"-";"-";"mort";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"203";"-";"-";"-";"-";"-";"-";"+";"mousquetade";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~"
"204";"+";"-";"-";"+";"-";"-";"-";"moyen";"-";"-";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"205";"-";"-";"-";"-";"-";"-";"+";"nasarde";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"206";"-";"-";"-";"+";"-";"-";"-";"nouvelles";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"~";"~";"~"
"207";"-";"-";"-";"+";"-";"-";"-";"obole";"Poss0";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"208";"+";"-";"-";"+";"+";"-";"-";"occupation";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"209";"-";"-";"-";"-";"-";"-";"-";"onction";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"210";"-";"-";"-";"-";"-";"-";"-";"ondoiement";"le";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"211";"-";"-";"-";"-";"-";"-";"-";"ordination";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"212";"-";"-";"-";"-";"-";"-";"-";"ordres";"les";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"213";"+";"+";"-";"-";"-";"-";"-";"oscar";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"214";"-";"-";"+";"-";"-";"-";"-";"oukase";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"~";"~";"~"
"215";"-";"-";"-";"-";"-";"-";"+";"pain";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"216";"-";"-";"-";"+";"-";"-";"-";"palliatif";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"217";"-";"+";"-";"-";"-";"-";"-";"palme";"la";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"218";"+";"+";"-";"-";"-";"-";"-";"palmes";"les";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"219";"-";"-";"-";"-";"-";"-";"-";"paquet";"Poss2";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"220";"-";"+";"-";"-";"-";"-";"-";"parchemin";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"221";"-";"-";"-";"-";"-";"+";"-";"parole";"la";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"222";"-";"-";"-";"-";"-";"-";"-";"parole";"Poss0";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"223";"-";"+";"-";"-";"-";"+";"-";"part";"-";"Poss2";"-";"+";"-";"-";"+";"+";"-";"+";"-";"+";"-";"-";"+";"+";"-";"-";"+ ";"~";"~";"~"
"224";"-";"+";"-";"+";"-";"-";"-";"participation";"-";"Poss0";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"225";"-";"-";"-";"-";"+";"-";"-";"patin";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"226";"-";"-";"-";"-";"-";"+";"+";"pêche";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"227";"-";"+";"-";"+";"-";"-";"-";"pécule";"-";"Poss2";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"228";"-";"-";"-";"-";"-";"+";"+";"peignée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"229";"+";"-";"-";"-";"-";"-";"+";"pénalité";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"~";"~";"~"
"230";"-";"-";"-";"-";"-";"+";"+";"pensum";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"231";"-";"+";"-";"-";"-";"+";"-";"perme";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
