"<ID>";"N0 =: Nhum";"N0 =: N-hum";"<ENT>N";"<OPT>Adj";"N0 avoir Det N";"N0 avoir Det N Loc N1";"Det =: un";"Det =: un-Modif";"Det =: du";"Det =: des";"Det =: le";"Adj = comme du N";"Adj =: Aug";"Exemple Base1";"Exemple Base2";"Exemple Base3";"Exemple Autre1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"199";"-";"+";"phase";"phasé";"+";"-";"+";"-";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"200";"-";"+";"phosphore";"phosphoreux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"201";"+";"-";"phtisie";"phtisique";"+";"-";"-";"+";"+";"-";"+";"-";"-";"~";"~";"~";"~"
"202";"-";"+";"pierre";"pierreux";"-";"+";"-";"+";"-";"+";"-";"+";"+";"~";"~";"~";"~"
"203";"-";"+";"plâtre";"plâtreux";"-";"+";"-";"+";"+";"-";"-";"+";"-";"~";"~";"~";"~"
"204";"+";"-";"pleurésie";"pleurétique";"+";"-";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"205";"+";"+";"poil";"poilu";"+";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"206";"-";"+";"pointe";"pointu";"+";"+";"+";"+";"+";"+";"-";"-";"-";"~";"~";"~";"~"
"207";"-";"+";"poisson";"poissonneux";"-";"+";"+";"+";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"208";"+";"-";"poliomyélite";"poliomyélitique";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"209";"-";"+";"pores";"poreux";"+";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"210";"-";"+";"porphyre";"porphyrique";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"211";"+";"-";"pouille";"pouilleux";"+";"+";"+";"-";"-";"-";"-";"+";"+";"~";"~";"~";"~"
"212";"+";"+";"poussière";"poussiéreux";"-";"+";"+";"+";"+";"+";"-";"-";"-";"~";"~";"~";"~"
"213";"+";"-";"prognathisme";"prognathe";"+";"-";"-";"+";"-";"-";"-";"-";"-";"~";"~";"~";"~"
"214";"+";"-";"psychasthénie";"psychasthénique";"+";"-";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"215";"+";"-";"psychopathie";"psychopathe";"+";"-";"-";"+";"-";"-";"-";"-";"-";"~";"~";"~";"~"
"216";"+";"-";"psychose";"psychotique";"+";"-";"+";"+";"-";"-";"-";"-";"-";"~";"~";"~";"~"
"217";"-";"+";"pulpe";"pulpeux";"+";"-";"-";"+";"-";"-";"-";"-";"+";"~";"~";"~";"~"
"218";"+";"+";"pustule";"pustuleux";"+";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"219";"-";"+";"quartz";"quartzifère";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"220";"+";"-";"quinte";"quinteux";"+";"-";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"221";"+";"-";"râble";"râblé";"+";"-";"-";"+";"+";"-";"-";"+";"-";"~";"~";"~";"~"
"222";"+";"-";"rage";"enragé";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"223";"-";"+";"rame";"rameux";"+";"-";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"224";"+";"-";"rente";"renté";"+";"-";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"225";"-";"+";"résine";"résineux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"226";"+";"-";"rhumatisme";"rhumatisant";"+";"+";"+";"+";"+";"+";"-";"-";"-";"~";"~";"~";"~"
"227";"-";"+";"rocaille";"rocailleux";"-";"+";"-";"+";"+";"+";"-";"+";"+";"~";"~";"~";"~"
"228";"-";"+";"roche";"rocheux";"-";"+";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"229";"-";"+";"ronces";"ronceux";"-";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"230";"+";"-";"rougeole";"rougeoleux";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"231";"-";"-";"rouille";"rouillé";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"232";"+";"-";"rubéole";"rubéoleux";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"233";"-";"+";"sable";"sableux";"-";"+";"-";"+";"+";"+";"-";"-";"-";"~";"~";"~";"~"
"234";"-";"+";"sablon";"sablonneux";"-";"+";"-";"+";"+";"+";"-";"-";"-";"~";"~";"~";"~"
"235";"-";"+";"salpêtre";"salpêtreux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"236";"+";"-";"sanie";"sanieux";"+";"+";"-";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"237";"-";"+";"sarment";"sarmenteux";"+";"-";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"238";"-";"+";"savon";"savonneux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"239";"-";"+";"schiste";"schisteux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"240";"+";"-";"scrofule";"scrofuleux";"+";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"241";"-";"+";"sédiment";"sédimenteux";"-";"+";"-";"+";"+";"+";"-";"-";"-";"~";"~";"~";"~"
"242";"+";"-";"sexe";"sexué";"+";"-";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"243";"-";"+";"silice";"siliceux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"244";"-";"+";"squame";"squameux";"-";"+";"-";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"245";"-";"+";"suif";"suiffeux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"246";"-";"+";"sulfure";"sulfureux";"-";"+";"-";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"247";"-";"+";"syllabe";"syllabique";"+";"-";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"248";"-";"+";"symbole";"symbolique";"-";"+";"+";"-";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"249";"+";"-";"syphilis";"syphilitique";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"250";"-";"+";"talc";"talqueux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"251";"+";"-";"tare";"taré";"+";"-";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"252";"-";"+";"tartre";"tartrentartré";"-";"+";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"253";"+";"-";"teigne";"teigneux";"+";"+";"+";"+";"-";"+";"+";"+";"-";"~";"~";"~";"~"
"254";"-";"+";"tentacule";"tentaculaire";"+";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"255";"-";"+";"terre";"terreux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"256";"-";"+";"tourbe";"tourbeux";"-";"+";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~";"~"
"257";"-";"+";"trochée";"trochaïque";"+";"-";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"258";"+";"-";"tuberculose";"tuberculeux";"+";"+";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"259";"-";"+";"turbulence";"turbulent";"+";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"260";"+";"+";"ulcère";"ulcéreux";"+";"+";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"261";"-";"+";"vallon";"vallonneux";"-";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"262";"-";"+";"valve";"valvé";"+";"+";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"263";"+";"+";"varice";"variqueux";"+";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"264";"+";"+";"variole";"varioleux";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"265";"-";"+";"vase";"vaseux";"-";"+";"-";"+";"+";"-";"-";"+";"-";"~";"~";"~";"~"
"266";"-";"+";"veines";"veiné";"+";"+";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"267";"+";"-";"venin";"vénéneux";"+";"+";"-";"+";"+";"-";"-";"+";"-";"~";"~";"~";"~"
"268";"+";"+";"ventre";"ventru";"+";"-";"-";"+";"+";"-";"-";"-";"+";"~";"~";"~";"~"
"269";"-";"+";"ver";"véreux";"+";"+";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"270";"-";"+";"vermine";"vermineux";"+";"+";"-";"+";"+";"+";"-";"-";"+";"~";"~";"~";"~"
"271";"+";"-";"vérole";"vérolé";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~";"~"
"272";"+";"+";"verrue";"verruqueux";"+";"+";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"273";"+";"+";"vertèbre";"vertébré";"+";"+";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"274";"+";"+";"victoire";"victorieux";"+";"-";"+";"+";"-";"+";"-";"-";"-";"~";"~";"~";"~"
"275";"+";"-";"vision";"visionnaire";"+";"-";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"
"276";"-";"+";"vrille";"vrillé";"+";"+";"+";"+";"-";"+";"-";"-";"+";"~";"~";"~";"~"

